,text_id,cohesion,syntax,vocabulary,phraseology,grammar,conventions,word_count,miss_count,bos_count,week_months,small_count,miss_rate,small_rate,log_miss_rate,log_small_rate,sample,fold,DeB-cohesion,DeB-syntax,DeB-vocabulary,DeB-phraseology,DeB-rammar,DeB-conventions,style,whitespace,locale-violation,misspelling,typographical,inconsistency,duplication,uncategorized,grammar_mistakes,error_length,sum_mistakes
10,00B21F9B726F,3.0,3.5,3.5,3.5,3.5,3.0,315,2,4,0,4,0.0063492063492063,0.0126984126984126,0.0063291350516475,0.0126184639592114,0.0221121665366827,0,3.4882812,3.296875,3.3632812,3.390625,3.4414062,3.1464844,0,1,0,17,2,0,0,0,1,170,21
11,00BCADB373EF,3.5,3.0,4.0,3.5,3.0,3.0,411,1,0,0,0,0.0024330900243309,0.0,0.0024301348532918,0.0,0.0036452022799378,1,3.7285156,3.6992188,3.6367188,3.6679688,3.4941406,3.6757812,0,1,0,2,3,0,0,0,2,43,8
12,00D281524375,3.5,2.5,3.5,3.0,3.0,3.0,201,8,0,0,0,0.0398009950248756,0.0,0.0390293439057352,0.0,0.0585440158586029,0,3.0917969,2.9804688,3.1484375,3.1992188,3.2304688,2.8300781,0,0,0,14,1,0,0,0,2,107,17
13,00ED2563D0B1,3.5,3.0,3.5,3.5,3.5,4.0,682,2,0,0,0,0.002932551319648,0.0,0.0029282597790883,0.0,0.0043923896686325,1,3.7871094,3.6289062,4.0351562,3.7460938,3.6191406,3.6621094,0,0,0,7,5,0,0,1,1,77,14
14,011AAA636F11,4.0,3.5,3.0,4.0,3.5,4.0,685,8,1,0,1,0.0116788321167883,0.0014598540145985,0.0116111609276778,0.0014587894636598,0.0188755308551766,3,3.4628906,3.3945312,3.6289062,3.4414062,3.4492188,3.5195312,0,0,0,9,4,0,0,0,5,151,18
15,01350DF42AED,2.0,2.0,2.0,2.0,2.0,2.0,303,1,2,0,2,0.0033003300330033,0.0066006600660066,0.0032948958968524,0.0065789710980425,0.0115213149433212,0,2.4785156,2.3535156,2.6015625,2.2753906,2.1152344,2.5195312,1,0,0,6,4,0,0,0,11,143,22
16,01405C3C569D,3.0,2.0,3.0,2.5,2.5,2.5,399,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3,2.8261719,3.0859375,3.0742188,3.0566406,2.6933594,2.7753906,5,1,0,1,3,0,0,0,5,354,15
17,01501F95B8B2,3.0,4.0,3.0,4.0,3.5,3.0,676,0,7,0,7,0.0,0.0103550295857988,0.0,0.0103017835278259,0.0103017835278259,1,3.4902344,3.5351562,3.7226562,3.6523438,3.6347656,3.453125,1,0,0,10,5,0,0,0,5,135,21
18,017802562E71,3.0,2.0,3.5,2.5,2.5,2.5,227,2,4,0,4,0.0088105726872246,0.0176211453744493,0.008771986072837,0.0174676930403907,0.0306256721496463,3,3.1328125,2.8808594,3.2617188,2.9648438,2.7148438,3.1445312,0,2,0,2,0,0,0,0,1,32,5
19,01794F5F1423,3.0,3.5,3.0,3.5,4.0,3.0,288,0,1,0,1,0.0,0.0034722222222222,0.0,0.0034662079764863,0.0034662079764863,2,3.5429688,3.3945312,3.4257812,3.4003906,3.3945312,3.46875,1,1,0,2,0,0,0,0,1,58,5
20,017D2125A1DE,2.5,2.5,3.0,2.0,2.0,2.5,379,4,3,0,3,0.0105540897097625,0.0079155672823219,0.0104987840982195,0.0078844035241488,0.0236325796714781,0,2.6992188,2.8046875,2.7597656,2.6816406,2.3671875,2.6914062,0,2,0,6,0,0,0,0,7,431,15
21,01911AC9674D,2.0,2.5,2.5,2.0,2.0,2.5,421,2,0,0,0,0.004750593824228,0.0,0.0047393453638965,0.0,0.0071090180458448,2,3.0039062,3.0527344,3.1035156,2.9804688,2.8574219,2.9707031,2,1,0,9,15,0,0,0,1,128,28
22,019BDC9DF7CD,3.0,3.0,3.0,3.0,2.5,3.0,307,0,1,0,1,0.0,0.003257328990228,0.0,0.0032520353863773,0.0032520353863773,1,3.2285156,3.0605469,3.1738281,3.0429688,2.9628906,3.4121094,0,0,0,0,6,0,1,0,2,50,9
23,01A65BA4080E,4.0,4.0,4.0,4.0,4.5,3.5,628,7,0,0,0,0.0111464968152866,0.0,0.0110848324244929,0.0,0.0166272486367393,0,3.8691406,3.796875,3.8554688,3.7910156,3.9492188,3.7246094,0,1,0,15,8,0,0,0,0,151,24
24,01B3FDB3FD57,4.0,4.5,5.0,4.0,5.0,4.5,537,0,3,0,3,0.0,0.0055865921787709,0.0,0.0055710450494554,0.0055710450494554,3,4.328125,4.2929688,4.3203125,4.0390625,4.0390625,4.265625,0,1,0,0,2,0,0,0,1,44,4
25,01C53183305A,2.0,2.0,2.5,2.0,3.0,2.0,183,14,0,0,0,0.0765027322404371,0.0,0.0737175758965676,0.0,0.1105763638448514,2,2.5234375,2.3339844,2.6582031,2.2949219,2.2851562,2.1855469,0,0,0,16,4,0,0,0,2,143,22
26,0230A077F5B6,3.0,2.5,2.5,2.5,2.0,2.5,540,27,6,0,6,0.05,0.0111111111111111,0.048790164169432,0.0110498361865849,0.084235082440733,2,2.8085938,2.5820312,2.8515625,2.6503906,2.3886719,2.3613281,1,1,0,44,3,0,0,0,8,375,57
27,025722D0AFB7,4.5,4.0,4.0,4.0,4.0,3.5,522,11,2,0,2,0.0210727969348659,0.003831417624521,0.0208538362832057,0.0038240964384034,0.0351048508632121,0,3.7617188,3.6503906,3.8496094,3.6445312,3.5742188,3.4433594,1,1,0,14,7,0,0,1,1,159,25
28,027CB6393714,3.0,3.0,2.5,3.5,4.0,3.0,312,2,1,0,1,0.0064102564102564,0.0032051282051282,0.0063897980987709,0.0032000027306708,0.0127846998788273,0,3.3222656,3.1171875,3.3789062,3.3554688,3.3945312,3.0722656,0,0,0,4,8,0,0,0,1,62,13
29,02B07248077F,2.5,2.0,3.0,2.0,2.5,2.0,226,16,4,0,4,0.0707964601769911,0.0176991150442477,0.0684027268844006,0.0175443096509095,0.1201483999775104,3,2.3066406,2.1699219,2.4628906,2.2910156,2.1289062,2.1386719,0,0,0,25,2,0,1,0,4,207,32
30,02B36EBD5C66,4.0,4.0,4.5,3.5,3.5,4.0,419,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,3.7285156,3.5371094,3.6054688,3.4335938,3.2597656,3.7441406,0,0,0,5,6,0,0,0,2,73,13
31,0316F6288791,3.0,2.5,3.0,3.0,2.5,3.0,443,3,3,0,3,0.0067720090293453,0.0067720090293453,0.0067491819749283,0.0067491819749283,0.0168729549373208,3,2.9101562,3.0996094,3.2558594,3.1894531,2.8828125,2.8847656,0,1,0,4,2,0,0,0,4,712,11
32,032EA4B76BF5,3.5,3.5,3.0,3.0,3.5,3.0,249,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3,3.2382812,2.9824219,3.1601562,3.1445312,3.203125,3.0800781,4,1,0,6,7,0,0,0,1,101,19
33,036042533396,3.5,3.5,3.5,4.0,3.0,4.0,579,12,4,0,4,0.0207253886010362,0.006908462867012,0.020513539833103,0.0068847087774972,0.0376550185271517,2,3.4746094,3.296875,3.6054688,3.4257812,3.2402344,3.390625,0,1,0,3,7,0,0,0,2,42,13
34,0369AD4B5726,2.0,3.0,3.5,3.0,3.0,3.5,1136,3,6,0,6,0.0026408450704225,0.005281690140845,0.0026373641660854,0.0052677909348588,0.0092238371839869,2,3.3632812,3.4179688,3.6445312,3.4003906,3.3964844,3.4941406,2,0,0,1,17,0,0,0,3,105,23
35,037C88B5B111,4.0,3.5,3.5,3.0,3.0,3.5,701,6,2,0,2,0.0085592011412268,0.0028530670470756,0.0085227788619826,0.0028490047760748,0.0156331730690487,0,3.34375,3.2246094,3.4316406,3.1054688,2.7441406,3.359375,1,1,0,6,11,0,0,0,12,210,31
36,037ED3EA2982,3.0,2.5,3.0,3.0,3.5,3.0,591,0,7,0,7,0.0,0.0118443316412859,0.0,0.0117747365445335,0.0117747365445335,1,3.4023438,3.4335938,3.5,3.4726562,3.3808594,3.3867188,0,1,0,7,6,0,0,0,4,127,18
37,0381BBE47393,4.0,3.0,3.5,3.5,3.0,3.5,437,0,1,0,1,0.0,0.0022883295194508,0.0,0.002285715280856,0.002285715280856,1,3.6816406,3.3789062,3.4804688,3.3007812,3.1777344,3.3476562,0,1,0,8,2,0,0,0,2,32,13
38,0383E4A36E46,4.0,3.0,3.5,3.0,4.0,3.0,527,3,8,0,8,0.0056925996204933,0.0151802656546489,0.0056764580048051,0.0150661983546441,0.0235808853618518,3,3.5117188,3.3242188,3.6054688,3.3398438,3.4804688,3.4101562,1,0,0,5,5,0,0,0,2,92,13
39,03844422EA75,1.0,1.0,2.0,2.0,1.5,1.0,315,43,1,0,1,0.1365079365079365,0.0031746031746031,0.1279603475750672,0.003169574761279,0.1951100961238798,0,2.2910156,2.0527344,2.375,2.1660156,2.1523438,1.7597656,0,0,0,85,6,0,0,0,5,404,96
40,038480498E5A,4.0,3.0,3.5,3.5,3.0,3.5,319,8,0,0,0,0.0250783699059561,0.0,0.0247690681124087,0.0,0.0371536021686131,2,3.75,3.6035156,3.5878906,3.6523438,3.7617188,3.71875,1,2,0,1,5,0,0,0,0,31,9
41,03A3B40D651B,2.5,3.0,3.5,3.0,3.5,3.0,285,0,1,0,1,0.0,0.0035087719298245,0.0,0.003502630551202,0.003502630551202,0,2.96875,3.0957031,3.3085938,3.3066406,3.3320312,3.1210938,0,0,0,5,3,0,1,0,1,30,10
42,03C9E7A15C42,2.5,2.5,2.5,2.5,2.0,2.5,425,17,4,0,4,0.04,0.0094117647058823,0.0392207131532813,0.0093677500036002,0.0681988197335222,0,2.5117188,2.6582031,2.8320312,2.7832031,2.7207031,2.2792969,0,0,0,42,7,0,0,0,2,239,51
43,03CB73341E0E,3.5,3.5,4.0,3.5,4.0,4.0,464,5,1,0,1,0.0107758620689655,0.0021551724137931,0.0107182162200241,0.002152853361101,0.0182301776911372,1,3.8476562,3.6914062,3.7246094,3.7148438,3.6835938,3.5351562,1,0,0,18,0,0,1,1,2,170,23
44,03CC97D3747E,4.0,4.5,4.5,4.5,4.5,4.0,706,2,3,0,3,0.0028328611898017,0.0042492917847025,0.0028288562004776,0.0042402890388854,0.0084835733396018,0,3.8222656,3.6464844,3.8710938,3.7714844,3.7148438,3.6503906,1,1,0,18,8,0,0,0,2,141,30
45,03D00899C901,2.5,2.5,3.5,3.0,3.5,2.5,586,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2.7167969,2.7558594,3.0820312,2.9335938,2.7851562,2.7460938,0,0,0,18,5,0,1,0,4,131,28
46,03F7CF142B70,4.0,3.0,3.5,3.5,3.5,3.0,303,5,5,0,5,0.0165016501650165,0.0165016501650165,0.0163669774642054,0.0163669774642054,0.0409174436605135,3,3.4003906,3.0644531,3.234375,3.2285156,3.25,3.1171875,0,0,0,21,4,0,0,0,0,216,25
47,0420DDE0BABD,3.0,3.0,3.0,2.5,3.0,3.0,170,3,1,0,1,0.0176470588235294,0.0058823529411764,0.0174931574475171,0.005865119452398,0.0321048556236737,3,2.4082031,2.3105469,2.7519531,2.5820312,2.5117188,2.3007812,0,0,0,8,1,0,0,0,3,75,12
48,0435196871A1,3.0,3.0,2.5,2.0,2.5,2.5,593,1,0,0,0,0.0016863406408094,0.0,0.0016849203649194,0.0,0.0025273805473791,2,3.2460938,2.9726562,3.2246094,2.9140625,2.6660156,3.0507812,2,0,0,3,3,0,0,0,7,119,15
49,043B9F48FDC2,3.0,3.0,3.0,3.0,3.0,3.5,1079,18,1,0,1,0.0166821130676552,0.0009267840593141,0.0165444950170956,0.0009263548601306,0.0257430973857741,3,2.9414062,2.9257812,3.28125,2.8847656,2.8359375,2.8964844,2,1,0,58,32,0,0,0,10,424,103
50,04491B61A791,2.5,2.5,3.0,2.5,2.0,2.5,1212,8,1,0,1,0.0066006600660066,0.0008250825082508,0.0065789710980425,0.0008247423147902,0.0106931989618541,3,2.6875,2.5527344,3.0,2.5957031,2.4433594,2.734375,3,2,0,98,9,0,0,0,16,560,128
51,0465517EB6B7,2.5,2.0,3.0,2.5,3.0,2.0,196,1,2,0,2,0.0051020408163265,0.010204081632653,0.0050890695074712,0.0101523714640179,0.0177859757252247,1,2.6464844,2.5390625,2.9746094,2.8671875,2.7792969,2.7128906,0,0,0,2,1,0,0,0,3,46,6
52,04659704890C,2.5,3.0,3.0,3.0,3.5,3.0,406,8,2,0,2,0.0197044334975369,0.0049261083743842,0.0195128142235817,0.0049140148024291,0.0341832361378017,2,3.21875,3.2558594,3.2929688,3.3378906,3.3496094,3.0703125,0,1,0,15,6,0,1,0,4,155,27
53,046C6FB91CBA,3.0,3.5,3.0,3.0,3.5,3.5,428,0,1,0,1,0.0,0.0023364485981308,0.0,0.00233372334622,0.00233372334622,0,3.6347656,3.3964844,3.6660156,3.5097656,3.3398438,3.3808594,1,1,0,2,0,0,0,0,2,45,6
54,046ECC91332C,3.5,3.0,3.5,3.5,3.5,4.0,483,3,0,0,0,0.0062111801242236,0.0,0.0061919702479209,0.0,0.0092879553718814,2,3.5507812,3.4335938,3.6308594,3.3398438,3.15625,3.4316406,1,1,0,5,1,0,0,0,2,74,10
55,04788D56AC58,3.5,3.0,3.0,3.0,3.5,3.0,402,6,3,0,3,0.0149253731343283,0.0074626865671641,0.0148150857851406,0.0074349784875179,0.029657607165229,0,3.0253906,3.2539062,3.2714844,3.2910156,3.3652344,3.1152344,0,1,0,32,5,0,0,0,10,241,48
56,047BD3CB80B4,3.5,4.0,4.0,4.0,3.5,4.0,599,1,0,0,0,0.001669449081803,0.0,0.001668057100697,0.0,0.0025020856510455,1,3.7753906,3.546875,3.8125,3.5253906,3.3691406,3.6289062,3,0,0,7,2,0,2,0,3,130,17
57,0484BCFC725D,3.0,3.0,3.0,3.0,3.0,3.5,252,0,2,0,2,0.0,0.0079365079365079,0.0,0.0079051795071132,0.0079051795071132,2,3.1601562,2.7734375,2.9003906,2.7128906,2.5585938,2.8652344,1,1,0,4,6,0,0,0,4,175,16
58,04ACA7EB3994,3.5,3.5,4.0,4.0,3.5,3.5,1118,9,2,0,2,0.0080500894454382,0.0017889087656529,0.0080178603247318,0.0017873105740956,0.0138141010611934,2,3.4277344,3.1972656,3.4746094,3.1738281,3.1308594,3.1367188,0,0,0,48,34,0,1,0,13,535,96
59,04B3A4DD9460,3.0,2.5,3.0,3.0,3.0,1.5,373,21,5,0,5,0.0563002680965147,0.0134048257372654,0.0547724896541183,0.0133157759757721,0.0954745104569496,1,2.7773438,2.703125,2.8925781,2.859375,2.6953125,2.3886719,0,0,0,31,1,0,0,0,1,246,33
60,04B6FD84A066,4.5,4.0,5.0,4.5,4.0,4.0,496,1,2,0,2,0.002016129032258,0.0040322580645161,0.0020140993717011,0.0040241502997255,0.0070452993572773,1,3.9257812,3.6464844,3.9316406,3.890625,3.7714844,3.703125,0,1,0,10,5,0,0,0,2,91,18
61,04C2DA8069E7,2.0,2.5,2.5,2.0,2.0,2.0,337,19,6,0,6,0.0563798219584569,0.0178041543026706,0.0548478004996687,0.0176475168135781,0.0999192175630813,1,2.3828125,2.3496094,2.5664062,2.4003906,2.1699219,2.2265625,0,1,0,25,7,0,0,0,10,274,43
62,04E1A9EE5BE1,2.0,1.5,2.0,2.0,1.5,1.5,414,7,8,0,8,0.0169082125603864,0.0193236714975845,0.0167668598570671,0.0191393402106975,0.0442896299962981,3,1.9794922,1.8847656,2.3203125,2.0078125,1.9003906,1.9951172,0,0,0,12,6,0,1,0,8,144,27
63,04FA62C5F269,2.5,3.0,2.5,2.5,2.0,2.0,530,2,0,0,0,0.0037735849056603,0.0,0.0037664827954768,0.0,0.0056497241932152,0,3.1875,2.9726562,3.1621094,2.9550781,2.5410156,2.9941406,0,1,0,10,5,0,0,0,6,162,22
64,05021F4CA528,3.0,2.0,3.0,2.5,2.5,2.5,415,27,1,0,1,0.0650602409638554,0.0024096385542168,0.0630313618469998,0.002406740030565,0.0969537828010648,1,2.6230469,2.5839844,2.9179688,2.7910156,2.5800781,2.4355469,0,0,0,47,0,0,0,0,11,404,58
65,0506BAC596A7,2.0,2.5,2.5,2.5,2.0,3.0,229,2,2,0,2,0.0087336244541484,0.0087336244541484,0.0086957069675539,0.0086957069675539,0.0217392674188847,1,2.625,3.0019531,2.9921875,2.9003906,2.6523438,3.0664062,0,1,0,6,0,0,0,0,1,628,8
66,050BFA60C6AF,3.0,3.0,2.5,2.5,2.5,3.0,404,3,7,0,7,0.0074257425742574,0.0173267326732673,0.0073983074814449,0.0171783365350845,0.0282757977572519,3,2.7265625,2.84375,3.0390625,2.9414062,3.0664062,2.8867188,0,3,0,3,0,0,1,0,2,56,9
67,0514D25768A0,3.5,3.0,2.0,3.0,2.0,3.0,329,4,0,0,0,0.0121580547112462,0.0,0.0120847392150718,0.0,0.0181271088226077,0,3.7558594,3.4902344,3.6660156,3.3808594,3.1054688,3.5058594,0,0,0,4,0,0,0,0,6,83,10
68,051C3A22AEE0,2.5,2.0,3.0,3.0,2.0,2.0,220,8,5,0,5,0.0363636363636363,0.0227272727272727,0.0357180826020792,0.0224728558520585,0.0760499797551774,1,2.5839844,2.4453125,2.7441406,2.5566406,2.3339844,2.3476562,0,0,0,9,1,0,0,0,7,117,17
69,053ACB9DFE74,3.5,2.5,3.0,3.0,3.0,2.0,269,18,2,0,2,0.0669144981412639,0.0074349442379182,0.064770836157782,0.0074074412778618,0.1045636955145348,2,2.8085938,2.7402344,2.9667969,2.9726562,2.9570312,2.4160156,0,0,0,30,3,0,0,0,2,207,35
70,053C05D2EE43,2.5,3.0,3.0,3.0,2.5,2.0,222,7,2,0,2,0.0315315315315315,0.009009009009009,0.0310446216819601,0.0089686699827603,0.0555356025057004,1,2.9472656,2.921875,3.0351562,3.0351562,3.0449219,2.5,0,0,0,10,1,0,0,0,1,85,12
71,0546517E6BAA,3.5,3.5,4.0,3.5,3.5,3.5,487,8,2,0,2,0.0164271047227926,0.0041067761806981,0.0162936394861005,0.0040983663922821,0.0285388256214329,0,3.2851562,2.9863281,3.0488281,2.8242188,2.5292969,3.0019531,2,1,0,16,1,0,0,0,6,226,26
72,0563F089C239,3.0,3.5,4.0,3.5,2.5,4.0,340,1,2,0,2,0.0029411764705882,0.0058823529411764,0.0029368596733097,0.005865119452398,0.0102704089623626,1,3.4941406,3.4628906,3.6445312,3.2070312,3.1855469,3.6875,0,0,0,3,2,0,0,0,5,91,10
73,057E81E19740,3.0,2.5,3.0,2.5,2.0,2.0,366,5,9,0,9,0.0136612021857923,0.0245901639344262,0.0135687292060687,0.0242926925690444,0.0446457863781476,2,2.7753906,2.8398438,2.8066406,2.6015625,2.3242188,2.5507812,0,1,0,11,2,0,0,2,10,297,26
74,057EE790CCEA,2.0,2.5,3.0,2.5,3.0,2.0,599,20,9,0,9,0.0333889816360601,0.015025041736227,0.0328436745691468,0.0149132838507176,0.0641787957044378,0,2.78125,2.6035156,3.0,2.7011719,2.6113281,2.5058594,0,0,0,36,4,0,0,0,12,335,52
75,05903AA4540F,3.0,2.5,2.5,3.0,3.5,3.5,182,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,3.1640625,3.0839844,3.0820312,2.921875,2.8984375,3.3183594,0,1,0,0,1,0,0,0,1,10,3
76,05ACEDBB9CB4,3.0,3.5,3.0,3.0,3.0,3.5,315,1,0,0,0,0.0031746031746031,0.0,0.003169574761279,0.0,0.0047543621419185,0,3.5273438,3.2539062,3.3496094,3.1035156,3.0839844,3.5351562,0,0,0,0,7,0,0,0,1,46,8
77,05CE0C0C5102,3.5,3.5,4.0,3.5,3.0,4.0,526,1,3,0,3,0.0019011406844106,0.0057034220532319,0.0018993358036525,0.0056872191205895,0.0085362228260683,3,3.4941406,3.21875,3.3691406,3.2558594,3.1367188,3.3085938,0,0,0,6,12,0,2,0,5,196,25
78,05E5653B781C,3.0,3.5,3.0,3.0,3.5,3.0,395,11,5,0,5,0.0278481012658227,0.0126582278481012,0.0274673947006107,0.0125787822068601,0.0537798742577762,1,2.8671875,2.7753906,2.9296875,2.9765625,2.8554688,2.4355469,2,0,0,26,3,0,2,0,7,219,40
79,05EC08C05019,4.0,3.0,4.0,3.5,3.0,3.5,436,1,2,0,2,0.0022935779816513,0.0045871559633027,0.0022909517465557,0.0045766670274118,0.0080130946472455,3,3.7070312,3.3476562,3.7753906,3.3691406,3.1972656,3.3222656,0,2,0,5,3,0,0,0,1,64,11
80,05F30981F3EB,3.5,4.0,3.5,3.5,3.0,3.0,750,15,0,0,0,0.02,0.0,0.0198026272961797,0.0,0.0297039409442695,2,3.4746094,3.4277344,3.65625,3.3808594,3.28125,3.09375,0,1,0,24,0,0,1,0,2,233,28
81,05F54CEC774B,3.0,3.0,3.0,3.0,3.5,4.0,375,1,0,0,0,0.0026666666666666,0.0,0.0026631174194836,0.0,0.0039946761292254,2,3.3847656,3.3066406,3.3183594,3.2617188,3.125,3.3496094,1,0,0,2,2,0,1,0,5,71,11
82,0607B495212F,2.0,2.5,3.0,2.0,3.0,3.0,257,1,0,0,0,0.0038910505836575,0.0,0.0038835000263976,0.0,0.0058252500395964,2,2.625,2.6347656,2.9199219,2.8105469,2.7050781,2.6621094,1,4,0,11,1,0,0,0,4,74,21
83,061AF57CB05C,3.0,3.5,3.0,3.5,3.5,3.5,253,1,1,0,1,0.0039525691699604,0.0039525691699604,0.0039447782910163,0.0039447782910163,0.0098619457275408,2,3.3867188,3.2871094,3.3867188,3.46875,3.5273438,3.3222656,1,1,0,1,3,0,0,0,4,166,10
84,061D2BBACB45,4.0,3.0,4.0,3.5,3.0,3.5,464,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,3.71875,3.3945312,3.5683594,3.3007812,2.984375,3.5058594,0,0,0,6,8,0,1,0,3,109,18
85,0623DD5A8E8F,3.0,2.0,3.0,2.5,2.0,3.0,403,0,3,0,3,0.0,0.0074441687344913,0.0,0.0074165976550496,0.0074165976550496,1,2.5527344,2.4804688,3.0585938,2.6855469,2.5507812,2.6386719,0,2,0,2,11,0,0,0,4,85,19
86,062AE7A344D3,2.0,2.5,3.0,3.0,2.0,2.5,716,27,5,0,5,0.0377094972067039,0.0069832402234636,0.0370158777571134,0.0069589703243035,0.0624827869599736,2,2.7070312,2.6835938,3.0625,2.6914062,2.6210938,2.4609375,0,1,0,64,8,0,0,0,5,381,78
87,063F809DE304,2.5,2.0,3.0,2.5,3.0,2.0,514,2,3,0,3,0.0038910505836575,0.0058365758754863,0.0038835000263976,0.005819609053264,0.0116448590928604,0,3.2597656,3.15625,3.3808594,3.1972656,3.1347656,3.171875,1,3,0,8,7,0,0,0,2,127,21
88,064423D845B1,2.5,2.5,2.5,2.5,3.0,3.0,188,1,2,0,2,0.0053191489361702,0.0106382978723404,0.005305052229693,0.010582109330537,0.0185396876750766,0,3.0527344,2.7949219,3.0703125,2.8476562,2.734375,2.828125,0,0,0,4,3,0,0,0,3,50,10
89,06737289651D,2.0,2.0,3.0,2.5,2.5,2.0,182,11,0,0,0,0.0604395604395604,0.0,0.0586835018280902,0.0,0.0880252527421353,0,2.3046875,2.1875,2.5410156,2.2753906,2.1464844,2.140625,0,0,0,13,0,0,0,0,6,162,19
90,06C9FC1267BB,3.5,3.0,3.5,3.0,3.0,3.0,421,1,1,0,1,0.002375296912114,0.002375296912114,0.0023724803536303,0.0023724803536303,0.0059312008840759,2,3.453125,3.2851562,3.4941406,3.34375,3.2285156,3.3242188,1,0,0,0,2,0,0,0,3,57,6
91,06E81109FE92,2.0,2.0,3.0,2.5,2.0,3.0,262,6,1,0,1,0.0229007633587786,0.0038167938931297,0.0226424767497597,0.0038095284166676,0.0377732435413072,2,2.5761719,2.5390625,2.8085938,2.578125,2.375,2.6425781,0,0,0,10,7,0,0,0,3,113,20
92,06F368177993,2.0,2.5,3.0,2.5,3.0,2.0,889,27,1,0,1,0.03037120359955,0.0011248593925759,0.0299191291602256,0.0011242272122809,0.0460029209526194,0,2.3203125,1.9824219,2.5253906,2.0058594,2.0019531,1.9970703,0,1,0,81,8,0,1,0,26,670,117
93,06F5F6A09DC6,4.0,4.0,3.5,4.5,4.5,3.5,512,8,3,0,3,0.015625,0.005859375,0.0155041865359652,0.0058422756242283,0.0290985554281762,0,3.6777344,3.4375,3.7148438,3.4960938,3.3476562,3.4414062,0,0,0,9,5,0,1,0,2,134,17
94,06FA8EF28227,2.5,2.0,2.5,3.0,3.0,2.5,656,7,2,0,2,0.010670731707317,0.0030487804878048,0.0106142012417735,0.003044142381228,0.0189654442438883,0,3.0703125,2.796875,3.1484375,3.0332031,2.8222656,2.9199219,0,0,0,13,11,0,0,5,2,187,31
